,R
0,265
1,575
2,876
3,1180
4,1482
5,1795
6,2127
7,2444
8,2744
9,3044
10,3347
11,3647
12,3954
13,4282
14,4609
15,4939
16,5255
17,5580
18,5892
19,6216
20,6553
21,6873
22,7178
23,7481
24,7781
25,8097
26,8417
27,8739
28,9060
29,9361
30,9663
31,9963
32,10279
33,10597
34,10910
35,11223
36,11520
37,11803
38,12097
39,12395
40,12698
41,13001
42,13300
43,13598
44,13886
45,14169
46,14461
47,14769
48,15082
49,15383
50,15683
51,15977
52,16269
53,16575
54,16886
55,17219
56,17536
57,17837
58,18146
59,18445
60,18739
61,19048
62,19366
63,19688
64,19990
65,20286
66,20593
67,20893
68,21200
69,21517
70,21837
71,22136
72,22423
73,22727
74,23026
75,23327
76,23639
77,23955
78,24268
79,24561
80,24860
81,25165
82,25465
83,25773
84,26082
85,26389
86,26684
87,26974
88,27272
89,27574
90,27874
91,28186
92,28491
93,28784
94,29064
95,29344
96,29650
97,29955
98,30259
99,30574
100,30880
101,31181
102,31478
103,31792
104,32116
105,32436
106,32758
107,33065
108,33374
109,33678
110,33980
111,34308
112,34629
113,34938
114,35239
115,35540
116,35846
117,36154
118,36476
119,36804
120,37115
121,37418
122,37718
123,38026
124,38332
125,38647
126,38974
127,39284
128,39578
129,39873
130,40178
131,40480
132,40788
133,41105
134,41413
135,41706
136,41996
137,42286
138,42591
139,42901
140,43203
141,43521
142,43827
143,44113
144,44404
145,44704
146,45014
147,45323
148,45629
149,45930
150,46216
151,46498
152,46784
153,47091
154,47390
155,47683
156,47978
157,48262
158,48541
159,48826
160,49114
161,49422
162,49728
163,50024
164,50325
165,50618
166,50907
167,51210
168,51519
169,51840
170,52148
171,52447
172,52750
173,53045
174,53336
175,53641
176,53952
177,54256
178,54550
179,54840
180,55126
181,55410
182,55706
183,56005
184,56304
185,56590
186,56864
187,57147
188,57439
189,57737
190,58053
191,58375
192,58702
193,59024
194,59343
195,59660
196,59977
197,60295
198,60623
199,60942
200,61245
201,61538
202,61847
203,62160
204,62473
205,62792
206,63106
207,63413
208,63710
209,64023
210,64356
211,64683
212,65013
213,65327
214,65639
215,65939
216,66239
217,66573
218,66896
219,67210
220,67524
221,67831
222,68136
223,68442
224,68772
225,69103
226,69427
227,69740
228,70052
229,70363
230,70678
231,71010
232,71345
233,71670
234,71981
235,72287
236,72598
237,72906
238,73228
239,73559
240,73867
241,74166
242,74460
243,74766
244,75071
245,75378
246,75703
247,76011
248,76299
249,76594
250,76891
251,77193
252,77501
253,77813
254,78125
255,78415
256,78698
257,78985
258,79289
259,79594
260,79896
261,80206
262,80506
263,80793
264,81086
265,81374
266,81688
267,81995
268,82292
269,82605
270,82903
271,83188
272,83484
273,83788
274,84103
275,84404
276,84699
277,84992
278,85274
279,85547
280,85835
281,86137
282,86440
283,86734
284,87024
285,87311
286,87591
287,87872
288,88166
289,88470
290,88769
291,89056
292,89340
293,89629
294,89907
295,90194
296,90496
297,90802
298,91103
299,91388
300,91674
301,91966
302,92252
303,92550
304,92851
305,93153
306,93440
307,93719
308,94004
309,94288
310,94575
311,94875
312,95165
313,95455
314,95722
315,95978
316,96237
317,96510
318,96790
319,97078
320,97376
321,97673
322,97970
323,98256
324,98556
325,98882
326,99189
327,99495
328,99805
329,100108
330,100402
331,100690
332,101003
333,101326
334,101642
335,101960
336,102272
337,102580
338,102884
339,103201
340,103527
341,103847
342,104165
343,104475
344,104790
345,105096
346,105415
347,105758
348,106083
349,106398
350,106705
351,107019
352,107335
353,107653
354,107993
355,108320
356,108619
357,108922
358,109229
359,109538
360,109848
361,110172
362,110489
363,110792
364,111089
365,111389
366,111705
367,112021
368,112340
369,112659
370,112961
371,113258
372,113558
373,113877
374,114203
375,114526
376,114859
377,115175
378,115477
379,115782
380,116095
381,116417
382,116735
383,117052
384,117358
385,117657
386,117961
387,118273
388,118597
389,118915
390,119229
391,119540
392,119838
393,120134
394,120438
395,120758
396,121076
397,121379
398,121679
399,121971
400,122260
401,122563
402,122874
403,123188
404,123491
405,123776
406,124073
407,124362
408,124646
409,124949
410,125256
411,125561
412,125854
413,126142
414,126445
415,126751
416,127062
417,127383
418,127713
419,128029
420,128327
421,128638
422,128950
423,129267
424,129586
425,129901
426,130209
427,130500
428,130793
429,131104
430,131410
431,131714
432,132027
433,132338
434,132630
435,132919
436,133217
437,133517
438,133808
439,134090
440,134368
441,134651
442,134932
443,135228
444,135556
445,135899
446,136231
447,136563
448,136895
449,137221
450,137542
451,137894
452,138233
453,138558
454,138874
455,139191
456,139506
457,139819
458,140155
459,140489
460,140806
461,141115
462,141425
463,141738
464,142049
465,142376
466,142701
467,143011
468,143313
469,143614
470,143920
471,144220
472,144529
473,144851
474,145157
475,145452
476,145742
477,146046
478,146359
479,146672
480,146994
481,147317
482,147619
483,147924
484,148232
485,148557
486,148879
487,149196
488,149525
489,149831
490,150129
491,150438
492,150763
493,151086
494,151399
495,151717
496,152015
497,152307
498,152600
499,152914
500,153244
501,153563
502,153881
503,154190
504,154492
505,154805
506,155124
507,155457
508,155777
509,156079
510,156391
511,156691
512,156989
513,157305
514,157632
515,157948
516,158251
517,158553
518,158848
519,159143
520,159458
521,159783
522,160112
523,160422
524,160733
525,161051
526,161365
527,161692
528,162023
529,162360
530,162676
531,162978
532,163292
533,163598
534,163906
535,164223
536,164535
537,164828
538,165118
539,165416
540,165720
541,166028
542,166345
543,166661
544,166965
545,167254
546,167547
547,167862
548,168174
549,168483
550,168792
551,169106
552,169409
553,169706
554,170022
555,170349
556,170665
557,170985
558,171291
559,171592
560,171887
561,172189
562,172519
563,172836
564,173143
565,173455
