,R
0,99
1,431
2,660
3,862
4,1002
5,1270
6,1483
7,1719
8,1874
9,2102
10,2251
11,2368
12,2518
13,2659
14,2792
15,2933
16,3128
17,3333
18,3464
19,3714
20,3853
21,3993
22,4236
23,4540
24,4722
25,4859
26,5082
27,5247
28,5434
29,5649
30,5794
31,6030
32,6200
33,6434
34,6711
35,6944
36,7279
37,7587
38,7750
39,7882
40,8154
41,8312
42,8541
43,8876
44,9114
45,9294
46,9432
47,9672
48,9951
49,10168
50,10497
51,10830
52,11081
53,11342
54,11653
55,11858
56,12018
57,12277
58,12526
59,12755
60,12991
61,13198
62,13540
63,13777
64,14015
65,14290
66,14589
67,14786
68,14926
69,15243
70,15435
71,15630
72,15930
73,16069
74,16306
75,16599
76,16726
77,16858
78,16976
79,17274
80,17429
81,17651
82,17922
83,18229
84,18434
85,18641
86,18911
87,19116
88,19259
89,19393
90,19742
91,19894
92,20101
93,20295
94,20454
95,20582
96,20709
97,20898
98,21033
99,21158
100,21279
101,21408
102,21706
103,21861
104,21974
105,22140
106,22258
107,22388
108,22514
109,22650
110,22768
111,22884
112,23263
113,23397
114,23641
115,23770
116,24074
117,24226
118,24362
119,24490
120,24725
121,24884
122,25002
123,25301
124,25441
125,25674
126,26001
127,26301
128,26449
129,26590
130,26820
131,26973
132,27217
133,27518
134,27828
135,27972
136,28218
137,28452
138,28637
139,28862
140,29025
141,29341
142,29519
143,29785
144,30062
145,30280
146,30591
147,30743
148,31009
149,31249
150,31578
151,31850
152,32009
153,32243
154,32516
155,32729
156,32985
157,33132
158,33269
159,33405
160,33764
161,33895
162,34287
163,34583
164,34723
165,34986
166,35139
167,35263
168,35533
169,35792
170,35930
171,36079
172,36296
173,36556
174,36678
175,36920
176,37064
177,37296
178,37542
179,37769
180,37895
181,38000
182,38120
183,38394
184,38635
185,38870
186,39002
187,39126
188,39272
189,39471
190,39655
191,39781
192,39925
193,40044
194,40260
195,40390
196,40704
197,40833
198,41243
199,41394
200,41660
201,41813
202,42128
203,42437
204,42659
205,42914
206,43053
207,43401
208,43555
209,43686
210,43842
211,43988
212,44224
213,44458
214,44625
215,44758
216,44885
217,45034
218,45153
219,45289
220,45567
221,45708
222,45996
223,46117
224,46336
225,46460
226,46733
227,46859
228,47062
229,47236
230,47348
231,47595
232,48028
233,48196
234,48402
235,48738
236,49061
237,49189
238,49420
239,49559
240,49689
241,49938
242,50121
243,50450
244,50745
245,51055
246,51187
247,51304
248,51430
249,51655
250,51907
251,52179
252,52486
253,52934
254,53170
255,53355
256,53748
257,54132
258,54330
259,54472
260,54746
261,54924
262,55141
263,55423
264,55672
265,55809
266,55978
267,56231
268,56370
269,56503
270,56843
271,57005
272,57269
273,57527
274,57798
275,58086
276,58345
277,58580
278,58817
279,59053
280,59365
281,59632
282,59896
283,60103
284,60417
285,60612
286,60809
287,60966
288,61210
289,61496
290,61692
291,61906
292,62116
293,62280
294,62515
295,62786
296,63072
297,63256
298,63544
299,63747
300,63890
301,64010
302,64132
303,64353
304,64608
305,64853
306,65065
307,65341
308,65610
309,65877
310,66044
311,66211
312,66460
313,66691
314,66888
315,67061
316,67207
317,67327
318,67491
319,67778
320,67954
321,68102
322,68381
323,68624
324,68874
325,69150
326,69404
327,69633
328,69888
329,70026
330,70261
331,70525
332,70742
333,70996
334,71140
335,71392
336,71620
337,71925
338,72091
339,72358
340,72519
341,72760
342,72960
343,73172
344,73393
345,73651
346,73827
347,74049
348,74212
349,74416
350,74769
351,74925
352,75153
353,75480
354,75752
355,75950
356,76108
357,76257
358,76509
359,76705
360,76991
361,77149
362,77267
363,77566
364,77732
365,78112
366,78269
367,78554
368,78818
369,78951
370,79285
371,79447
372,79797
373,80070
374,80306
375,80440
376,80575
377,80998
378,81125
379,81384
380,81643
381,81870
382,82131
383,82395
384,82669
385,82972
386,83172
387,83357
388,83686
389,83889
390,84049
391,84295
392,84564
393,84815
394,85108
395,85322
396,85452
397,85592
398,85834
399,86051
400,86292
401,86491
402,86812
403,87090
404,87322
405,87614
406,87868
407,88127
408,88378
409,88536
410,88787
411,89009
412,89238
413,89459
414,89662
415,89791
416,89930
417,90073
418,90195
419,90305
420,90513
421,90782
422,91084
423,91386
424,91626
425,91766
426,91883
427,92118
428,92276
429,92633
430,92787
431,93193
432,93431
433,93664
434,93957
435,94091
436,94249
437,94462
438,94670
439,94991
440,95282
441,95638
442,95814
443,95938
444,96256
445,96417
446,96747
447,96885
448,97019
449,97151
450,97395
451,97637
452,97930
453,98150
454,98412
455,98697
456,98851
457,98980
458,99113
459,99245
460,99662
461,99807
462,100167
463,100315
464,100444
465,100693
466,101119
467,101286
468,101522
469,101776
470,102048
471,102308
472,102629
473,102853
474,103108
475,103243
476,103512
477,103660
478,103783
479,104017
480,104204
481,104521
482,104704
483,105105
484,105261
485,105585
486,105822
487,106011
488,106260
489,106410
490,106649
491,106872
492,107105
493,107386
494,107653
495,107841
496,107973
497,108206
498,108475
499,108616
500,108747
501,108858
502,108985
503,109110
504,109377
505,109526
506,109632
507,109779
508,109919
509,110045
510,110153
511,110316
512,110455
513,110807
514,110959
515,111223
516,111368
517,111520
518,111742
519,111872
520,111996
521,112138
522,112410
523,112748
524,112938
525,113259
526,113445
527,113684
528,113821
529,114100
530,114352
531,114603
532,114764
533,115034
534,115299
535,115474
536,115741
537,116010
538,116284
539,116431
540,116585
541,116730
542,117007
543,117279
544,117525
545,117734
546,117868
547,118012
548,118236
549,118378
550,118541
551,118764
552,119039
553,119299
554,119642
555,119918
556,120185
557,120363
558,120608
559,120856
560,121024
561,121271
562,121549
563,121713
564,121845
565,122076
566,122392
567,122530
568,122660
569,123038
570,123196
571,123462
572,123622
573,123757
574,123894
575,124025
576,124265
577,124447
578,124684
579,125015
580,125215
581,125355
582,125735
583,125910
584,126169
585,126398
586,126605
587,126911
588,127056
589,127238
590,127415
591,127650
592,127969
593,128195
594,128484
595,128723
596,128852
597,128983
598,129098
599,129218
600,129464
601,129597
602,129853
603,130252
604,130501
605,130857
606,131106
607,131344
608,131758
609,132031
610,132364
611,132646
612,132968
613,133202
614,133555
615,133848
616,134074
617,134406
618,134626
619,134818
620,135057
621,135293
622,135615
623,135781
624,135887
625,136299
626,136464
627,136679
628,136814
629,137044
630,137223
631,137353
632,137472
633,137697
634,137855
635,138004
636,138242
637,138386
638,138504
639,138772
640,139045
641,139172
642,139436
643,139637
644,139810
645,140039
646,140288
647,140570
648,140888
649,141168
650,141483
651,141768
652,142024
653,142310
654,142529
655,142799
656,143056
657,143234
658,143450
659,143590
660,143848
661,144124
662,144315
663,144537
664,144699
665,144930
666,145084
667,145320
668,145524
669,145654
670,145774
671,145917
672,146047
673,146168
674,146291
675,146440
676,146757
677,147025
678,147266
679,147495
680,147752
681,147895
682,148012
683,148131
684,148438
685,148567
686,148773
687,148915
688,149177
689,149342
690,149574
691,149855
692,150177
693,150384
694,150564
695,150698
696,150960
697,151210
698,151463
699,151803
700,152139
701,152326
702,152531
703,152774
704,153038
705,153325
706,153477
707,153597
708,153858
709,154123
710,154267
711,154399
712,154617
713,154866
714,155013
715,155263
716,155489
717,155880
718,156097
719,156443
720,156709
721,156950
722,157206
723,157362
724,157721
725,157869
726,158103
727,158357
728,158609
729,158866
730,159007
731,159143
732,159456
733,159610
734,159862
735,160201
736,160408
737,160685
738,160830
739,160955
740,161193
741,161340
742,161599
743,161740
744,161888
745,162033
746,162314
747,162534
748,162929
749,163079
750,163333
751,163470
752,163696
753,164028
754,164222
755,164470
756,164709
757,164942
758,165136
759,165276
760,165560
761,165715
762,165930
763,166229
764,166532
765,166897
766,167059
767,167423
768,167742
769,168009
770,168151
771,168326
772,168631
773,168827
774,169007
775,169151
776,169291
777,169424
778,169553
779,169807
780,169952
781,170229
782,170404
783,170633
784,170770
785,170892
786,171176
787,171319
788,171639
789,171810
790,171964
791,172163
792,172460
793,172661
794,172795
795,172950
796,173081
797,173233
798,173563
799,173712
800,173851
801,174091
802,174343
803,174608
804,174873
805,175028
806,175221
807,175521
808,175726
809,175980
810,176224
811,176450
812,176775
813,177029
814,177255
815,177414
816,177676
817,177882
818,178032
819,178277
820,178411
821,178550
822,178799
823,178983
824,179233
825,179379
826,179527
827,179668
828,179805
829,180048
830,180200
831,180369
832,180577
833,180855
834,181035
835,181158
836,181301
837,181528
838,181764
839,182113
840,182260
841,182606
842,182880
843,183131
844,183265
845,183404
846,183536
847,183839
848,183995
849,184123
850,184249
851,184391
852,184699
853,184829
854,185061
855,185330
856,185655
857,185825
858,186127
859,186539
860,186688
861,186961
862,187158
863,187424
864,187597
865,187849
866,188154
867,188437
868,188894
869,189288
870,189472
871,189727
872,189878
873,189997
874,190273
875,190592
876,190828
877,191083
878,191299
879,191442
880,191593
881,191842
882,191976
883,192101
884,192306
885,192688
886,192922
887,193085
888,193304
889,193491
890,193604
891,193886
892,194114
893,194260
894,194405
895,194537
896,194670
897,194873
898,195146
899,195288
900,195552
901,195798
902,195987
903,196194
904,196421
905,196556
906,196685
907,196980
908,197121
909,197359
910,197623
911,197873
912,198012
913,198153
914,198284
915,198524
916,198664
917,198816
918,199019
919,199816
920,200021
921,200256
922,200518
923,200777
924,200977
925,201184
926,201454
927,201658
928,201835
929,202007
930,202312
931,202510
932,202721
933,202873
934,203014
935,203210
936,203406
937,203623
938,203843
939,204033
940,204201
941,204448
942,204581
943,204762
944,205034
945,205268
946,205518
947,205750
948,206006
949,206160
950,206400
951,206541
952,206766
953,206936
954,207177
955,207343
956,207489
957,207791
958,207936
959,208197
960,208548
961,208806
962,209037
963,209280
964,209509
965,209679
966,209938
967,210163
968,210305
969,210579
970,210714
971,210848
972,211201
973,211328
974,211712
975,211871
976,212196
977,212392
978,212611
979,212751
980,212873
981,213179
982,213330
983,213608
984,213752
985,213889
986,214150
987,214442
988,214711
989,214951
990,215261
991,215399
992,215643
993,215882
994,216019
995,216159
996,216429
997,216654
998,216796
999,216996
1000,217123
1001,217273
1002,217476
1003,217723
1004,217954
1005,218193
1006,218418
1007,218583
1008,218819
1009,218977
1010,219199
1011,219450
1012,219586
1013,219859
1014,220111
1015,220372
1016,220613
1017,220754
1018,220870
1019,221020
1020,221208
1021,221430
1022,221588
1023,221804
1024,222072
1025,222246
1026,222509
1027,222781
1028,222917
1029,223036
1030,223345
1031,223489
1032,223698
1033,223891
1034,224091
1035,224338
1036,224551
1037,224745
1038,224985
1039,225213
1040,225635
1041,225784
1042,226131
1043,226374
1044,226510
1045,226626
1046,226787
1047,226907
1048,227190
1049,227381
1050,227538
1051,227818
1052,227951
1053,228192
1054,228314
1055,228558
1056,228822
1057,229093
1058,229240
1059,229437
1060,229569
1061,229819
1062,230042
1063,230226
1064,230332
1065,230491
1066,230745
1067,230878
1068,230984
1069,231110
1070,231247
1071,231474
1072,231676
1073,231996
1074,232203
1075,232324
1076,232475
1077,232798
1078,232941
1079,233195
1080,233428
1081,233644
1082,233801
1083,234038
1084,234175
1085,234303
1086,234435
1087,234692
1088,234833
1089,235110
1090,235304
1091,235555
1092,235802
1093,236095
1094,236227
1095,236358
1096,236704
1097,236988
1098,237257
1099,237451
1100,237659
1101,237896
1102,238186
1103,238387
1104,238525
1105,238758
1106,239046
1107,239281
1108,239461
1109,239662
1110,239931
1111,240190
1112,240325
1113,240523
1114,240753
1115,240886
1116,241165
1117,241400
1118,241533
1119,241688
1120,241947
1121,242262
1122,242630
1123,242898
1124,243161
1125,243410
1126,243617
1127,243744
1128,243872
1129,244129
1130,244312
1131,244624
1132,244883
1133,245105
1134,245340
1135,245594
1136,245758
1137,246055
1138,246266
1139,246425
1140,246653
1141,246806
1142,247009
1143,247221
1144,247491
1145,247628
1146,247911
1147,248130
1148,248277
1149,248426
1150,248734
1151,248985
1152,249109
1153,249358
1154,249503
1155,249735
1156,249956
1157,250189
1158,250358
1159,250516
1160,250706
1161,250853
1162,250987
1163,251170
1164,251326
1165,251467
1166,251674
1167,251795
1168,251991
1169,252239
1170,252432
1171,252580
1172,252713
1173,252951
1174,253093
1175,253296
1176,253494
1177,253751
1178,253981
1179,254116
1180,254250
1181,254514
1182,254845
1183,255014
1184,255268
1185,255529
1186,255654
1187,255766
1188,255886
1189,256093
1190,256333
1191,256627
1192,256794
1193,257032
1194,257175
1195,257436
1196,257577
1197,257866
1198,258017
1199,258112
1200,258293
1201,258517
1202,258642
1203,258872
1204,259002
1205,259285
1206,259497
1207,259702
1208,259847
1209,260037
1210,260234
1211,260401
1212,260588
1213,260846
1214,260998
1215,261214
1216,261367
1217,261504
1218,261749
1219,262059
1220,262185
1221,262284
1222,262462
1223,262674
1224,262827
1225,263042
1226,263250
1227,263519
1228,263742
1229,263990
1230,264128
1231,264382
1232,264578
1233,264793
1234,264986
1235,265143
1236,265263
1237,265403
1238,265581
1239,265851
1240,266096
1241,266327
1242,266547
1243,266809
1244,266935
1245,267025
1246,267152
1247,267283
1248,267523
1249,267650
1250,267909
1251,268118
1252,268381
1253,268530
1254,268837
1255,269092
1256,269218
1257,269331
1258,269455
1259,269679
1260,269882
1261,270056
1262,270279
1263,270474
1264,270675
1265,270795
1266,270926
1267,271102
1268,271372
1269,271497
1270,271624
1271,271858
1272,271997
1273,272212
1274,272513
1275,272787
1276,272920
1277,273045
1278,273157
1279,273277
1280,273531
1281,273705
1282,273952
1283,274079
1284,274313
1285,274572
1286,274790
1287,274990
1288,275229
1289,275356
1290,275467
1291,275589
1292,275740
1293,275862
1294,276150
1295,276283
1296,276483
1297,276672
1298,276887
1299,277053
1300,277246
1301,277453
1302,277674
1303,277889
1304,278028
1305,278139
1306,278273
1307,278500
1308,278738
1309,278868
1310,279006
1311,279286
1312,279430
1313,279543
1314,279734
1315,279909
1316,280134
1317,280407
1318,280639
1319,280934
1320,281119
1321,281369
1322,281505
1323,281621
1324,281747
1325,281968
1326,282200
1327,282373
1328,282508
1329,282658
1330,282823
1331,283068
1332,283237
1333,283459
1334,283614
1335,283731
1336,283866
1337,284108
1338,284332
1339,284599
1340,284861
1341,285007
1342,285135
1343,285314
1344,285491
1345,285624
1346,285754
1347,285958
1348,286104
1349,286308
1350,286552
1351,286669
1352,286800
1353,287008
1354,287130
1355,287256
1356,287483
1357,287818
1358,287949
1359,288072
1360,288305
1361,288474
1362,288741
1363,288960
1364,289066
1365,289354
1366,289512
1367,289710
1368,289998
1369,290143
1370,290379
1371,290555
1372,290724
1373,291050
1374,291182
1375,291441
1376,291747
1377,291959
1378,292138
1379,292457
1380,292631
1381,292754
1382,292860
1383,293005
1384,293279
1385,293408
1386,293607
1387,293727
1388,293937
1389,294063
1390,294201
1391,294538
1392,294675
1393,294921
1394,295135
1395,295401
1396,295548
1397,295736
1398,295988
1399,296168
1400,296308
1401,296433
1402,296557
1403,296839
1404,296986
1405,297095
1406,297231
1407,297446
1408,297656
1409,297918
1410,298174
1411,298412
1412,298560
1413,298681
1414,298799
1415,299046
1416,299291
1417,299459
1418,299617
1419,299828
1420,300120
1421,300276
1422,300498
1423,300762
1424,300969
1425,301134
1426,301355
1427,301498
1428,301626
1429,301745
1430,301893
1431,302146
1432,302290
1433,302431
1434,302653
1435,302804
1436,303168
1437,303308
1438,303522
1439,303737
1440,303856
1441,304027
1442,304226
1443,304495
1444,304699
1445,304840
1446,305024
1447,305157
1448,305381
1449,305736
1450,305985
1451,306272
1452,306612
1453,306853
1454,307029
1455,307297
1456,307430
1457,307750
1458,307985
1459,308414
1460,308584
1461,308814
1462,309134
1463,309470
1464,309837
1465,309996
1466,310130
1467,310255
1468,310487
1469,310748
1470,311052
1471,311298
1472,311532
1473,311819
1474,312025
1475,312234
1476,312426
1477,312620
1478,312893
1479,313030
1480,313142
1481,313278
1482,313410
1483,313613
1484,313895
1485,314118
1486,314275
1487,314407
1488,314520
1489,314644
1490,314828
1491,315084
1492,315322
1493,315478
1494,315691
1495,315902
1496,316025
1497,316139
1498,316262
1499,316479
1500,316602
1501,316847
1502,317074
1503,317219
1504,317479
1505,317724
1506,317853
1507,318000
1508,318172
1509,318415
1510,318607
1511,318755
1512,318891
1513,318994
1514,319210
1515,319430
1516,319652
1517,319797
1518,320056
1519,320296
1520,320418
1521,320774
1522,320907
1523,321220
1524,321421
1525,321666
1526,321891
1527,322036
1528,322167
1529,322304
1530,322445
1531,322583
1532,322901
1533,323043
1534,323235
1535,323415
1536,323581
1537,323754
1538,323897
1539,324013
1540,324273
1541,324536
1542,324702
1543,324836
1544,325043
1545,325282
1546,325526
1547,325672
1548,325972
1549,326224
1550,326376
1551,326572
1552,326696
1553,326956
1554,327173
1555,327408
1556,327640
1557,327794
1558,327940
1559,328160
1560,328359
1561,328670
1562,328914
1563,329167
1564,329324
1565,329567
1566,329848
1567,329982
1568,330112
1569,330457
1570,330692
1571,330970
1572,331218
1573,331411
1574,331592
1575,331772
1576,331903
1577,332117
1578,332341
1579,332624
1580,332764
1581,332883
1582,333028
1583,333156
1584,333364
1585,333663
1586,333808
1587,333928
1588,334189
1589,334455
