,R
0,229
1,466
2,706
3,944
4,1188
5,1430
6,1671
7,1902
8,2145
9,2393
10,2636
11,2873
12,3113
13,3354
14,3594
15,3840
16,4084
17,4324
18,4561
19,4806
20,5059
21,5302
22,5543
23,5783
24,6024
25,6266
26,6513
27,6753
28,6991
29,7228
30,7471
31,7709
32,7948
33,8181
34,8420
35,8654
36,8899
37,9140
38,9375
39,9611
40,9851
41,10097
42,10338
43,10575
44,10810
45,11044
46,11279
47,11520
48,11767
49,12000
50,12237
51,12475
52,12722
53,12961
54,13203
55,13442
56,13686
57,13925
58,14170
59,14420
60,14663
61,14902
62,15146
63,15394
64,15640
65,15877
66,16118
67,16357
68,16598
69,16843
70,17088
71,17326
72,17562
73,17804
74,18050
75,18293
76,18531
77,18770
78,19009
79,19251
80,19500
81,19738
82,19981
83,20218
84,20464
85,20709
86,20953
87,21192
88,21435
89,21675
90,21927
91,22176
92,22420
93,22659
94,22902
95,23150
96,23393
97,23631
98,23871
99,24110
100,24346
101,24589
102,24835
103,25070
104,25306
105,25546
106,25791
107,26028
108,26267
109,26504
110,26745
111,26984
112,27226
113,27467
114,27705
115,27945
116,28190
117,28439
118,28679
119,28913
120,29150
121,29392
122,29634
123,29875
124,30115
125,30353
126,30595
127,30840
128,31087
129,31331
130,31567
131,31804
132,32042
133,32285
134,32529
135,32769
136,33009
137,33242
138,33483
139,33725
140,33964
141,34198
142,34433
143,34669
144,34911
145,35155
146,35395
147,35634
148,35870
149,36112
150,36354
151,36594
152,36828
153,37063
154,37300
155,37540
156,37782
157,38016
158,38255
159,38487
160,38729
161,38966
162,39205
163,39438
164,39671
165,39907
166,40149
167,40388
168,40625
169,40861
170,41096
171,41334
172,41572
173,41812
174,42042
175,42272
176,42507
177,42744
178,42983
179,43217
180,43454
181,43687
182,43928
183,44170
184,44412
185,44647
186,44888
187,45127
188,45373
189,45619
190,45858
191,46099
192,46340
193,46586
194,46827
195,47067
196,47306
197,47544
198,47783
199,48023
200,48268
201,48505
202,48746
203,48989
204,49239
205,49476
206,49715
207,49952
208,50197
209,50435
210,50680
211,50918
212,51159
213,51393
214,51635
215,51879
216,52119
217,52353
218,52590
219,52830
220,53075
221,53322
222,53566
223,53807
224,54042
225,54282
226,54530
227,54770
228,55004
229,55237
230,55476
231,55715
232,55957
233,56196
234,56437
235,56674
236,56919
237,57163
238,57406
239,57645
240,57887
241,58125
242,58369
243,58611
244,58848
245,59085
246,59323
247,59563
248,59802
249,60037
250,60271
251,60507
252,60743
253,60985
254,61227
255,61462
256,61700
257,61937
258,62187
259,62427
260,62667
261,62900
262,63136
263,63371
264,63613
265,63855
266,64088
267,64322
268,64562
269,64809
270,65049
271,65288
272,65527
273,65766
274,66006
275,66247
276,66492
277,66727
278,66963
279,67198
280,67443
281,67679
282,67913
283,68144
284,68379
285,68610
286,68849
287,69091
288,69327
289,69560
290,69795
291,70041
292,70281
293,70519
294,70756
295,70991
296,71224
297,71463
298,71708
299,71942
300,72174
301,72407
302,72648
303,72884
304,73122
305,73356
306,73593
307,73829
308,74068
309,74311
310,74546
311,74783
312,75022
313,75270
314,75508
315,75745
316,75982
317,76223
318,76465
319,76709
320,76956
321,77198
322,77435
323,77678
324,77930
325,78172
326,78412
327,78652
328,78895
329,79136
330,79379
331,79624
332,79867
333,80104
334,80348
335,80596
336,80840
337,81077
338,81320
339,81565
340,81812
341,82061
342,82301
343,82542
344,82783
345,83037
346,83281
347,83525
348,83763
349,84000
350,84237
351,84478
352,84726
353,84965
354,85202
355,85445
356,85693
357,85934
358,86173
359,86413
360,86657
361,86895
362,87138
363,87381
364,87626
365,87860
366,88101
367,88345
368,88585
369,88817
370,88985
371,89292
372,89532
373,89771
374,90010
375,90246
376,90477
377,90717
378,90960
379,91196
380,91425
381,91657
382,91898
383,92139
384,92379
385,92616
386,92851
387,93087
388,93331
389,93575
390,93810
391,94041
392,94274
393,94510
394,94746
395,94984
396,95215
397,95451
398,95682
399,95926
400,96166
