,R
0,28
1,313
2,612
3,916
4,1213
5,1518
6,1816
7,2121
8,2424
9,2723
10,3026
11,3330
12,3623
13,3925
14,4225
15,4531
16,4832
17,5128
18,5434
19,5741
20,6034
21,6340
22,6638
23,6942
24,7244
25,7536
26,7841
27,8143
28,8440
29,8739
30,9038
31,9343
32,9638
33,9934
34,10238
35,10537
36,10834
37,11139
38,11437
39,11743
40,12040
41,12335
42,12645
43,12948
44,13244
45,13550
46,13847
47,14155
48,14453
49,14754
50,15066
51,15366
52,15659
53,15962
54,16259
55,16552
56,16846
57,17140
58,17443
59,17742
60,18288
61,18598
62,18908
63,19216
64,19522
65,19839
66,20147
67,20442
68,20740
69,21047
70,21349
71,21643
72,21945
73,22248
74,22543
75,22843
76,23147
77,23454
78,23759
79,24060
80,24372
81,24678
82,24978
83,25283
84,25588
85,25894
86,26200
87,26505
88,26813
89,27120
90,27424
91,27728
92,28039
93,28343
94,28640
95,28950
96,29254
97,29548
98,29848
99,30144
100,30446
101,30742
102,31031
103,31341
104,31649
105,31944
106,32245
107,32542
108,32844
109,33142
110,33437
111,33739
112,34037
113,34329
114,34627
115,34927
116,35236
117,35542
118,35848
119,36160
120,36467
121,36771
122,37076
123,37388
124,37696
125,38002
126,38313
127,38621
128,38924
129,39233
130,39538
131,39847
132,40152
133,40455
134,40767
135,41068
136,41365
137,41673
138,41977
139,42280
140,42578
141,42875
142,43182
143,43484
144,43782
145,44084
146,44390
147,44697
148,44997
149,45297
150,45607
151,45912
152,46210
153,46507
154,46806
155,47108
156,47404
157,47701
158,48008
159,48310
160,48610
161,48908
162,49214
163,49522
164,49823
165,50129
166,50433
167,50731
168,51029
169,51330
170,51633
171,51936
172,52237
173,52542
174,52849
175,53148
176,53452
177,53761
178,54069
179,54367
180,54663
181,54972
182,55278
183,55573
184,55871
185,56175
186,56481
187,56780
188,57079
189,57389
190,57692
191,57991
192,58294
193,58597
194,58898
195,59198
196,59497
197,59798
198,60095
199,60391
200,60694
201,61003
202,61302
203,61604
204,61916
205,62222
206,62520
207,62819
208,63122
209,63432
210,63726
211,64024
212,64332
213,64633
214,64931
215,65229
216,65529
217,65836
218,66136
219,66437
220,66747
221,67045
222,67342
223,67641
224,67943
225,68244
226,68541
227,68844
228,69149
229,69447
230,69746
231,70049
232,70352
233,70653
234,70952
235,71258
236,71555
237,71850
238,72150
239,72449
240,72752
241,73049
242,73343
243,73657
244,73962
245,74259
246,74563
247,74865
248,75175
249,75476
250,75769
251,76082
252,76390
253,76689
254,76991
255,77295
256,77608
257,77910
258,78213
259,78523
260,78832
261,79132
262,79439
263,79748
264,80051
265,80356
266,80667
267,80981
268,81293
269,81608
270,81918
271,82233
272,82533
273,82832
274,83151
275,83459
276,83766
277,84076
278,84383
279,84702
280,85016
281,85326
282,85646
283,85959
284,86275
285,86593
286,86923
287,87244
288,87566
289,87900
290,88221
291,88531
292,88846
293,89166
294,89483
295,89795
296,90113
297,90424
298,90730
299,91038
300,91342
301,91655
302,91962
303,92271
304,92588
305,92900
306,93210
307,93518
308,93830
309,94144
310,94449
311,94760
312,95074
313,95380
314,95697
315,96007
316,96322
317,96634
318,96950
319,97268
320,97582
321,97898
322,98215
323,98549
324,98875
325,99204
326,99553
327,99883
328,100209
329,100537
330,100866
331,101194
332,101512
333,101843
334,102161
335,102472
336,102787
337,103098
338,103413
339,103723
340,104032
341,104345
342,104652
343,104953
344,105264
345,105578
346,105883
347,106190
348,106512
349,106829
350,107139
351,107448
352,107762
353,108082
354,108389
355,108705
356,109026
357,109340
358,109653
359,109966
360,110275
361,110580
362,110881
363,111185
364,111494
365,111789
366,112097
367,112405
368,112717
369,113025
370,113323
371,113631
372,113941
373,114240
374,114536
375,115090
376,115400
377,115708
378,115985
379,116457
380,116779
381,117080
382,117388
383,117699
384,118002
385,118321
386,118632
387,118940
388,119249
389,119550
390,119855
391,120155
392,120706
393,121030
394,121330
395,121632
396,121934
397,122236
398,122535
399,122833
400,123135
401,123433
402,123727
403,124023
404,124325
405,124623
406,124918
407,125220
408,125526
409,125831
410,126142
411,126460
412,126793
413,127113
414,127427
415,127753
416,128066
417,128371
418,128686
419,129002
420,129312
421,129620
422,129940
423,130260
424,130573
425,130887
426,131203
427,131527
428,131848
429,132182
430,132527
431,132859
432,133191
433,133514
434,133845
435,134171
436,134494
437,134817
438,135134
439,135455
440,135774
441,136098
442,136417
443,136731
444,137055
445,137369
446,137674
447,137991
448,138306
449,138615
450,138925
451,139241
452,139557
453,139873
454,140190
455,140500
456,140823
457,141138
458,141450
459,141774
460,142086
461,142396
462,142708
463,143016
464,143325
465,143627
466,143926
467,144234
468,144764
469,145076
470,145384
471,145691
472,145985
473,146275
474,146573
475,146860
476,147762
477,148055
478,148784
479,149110
480,149419
481,150343
482,150681
483,151556
484,151884
485,152209
486,152848
487,153175
488,153516
489,153838
490,154150
491,154471
492,154793
493,155111
494,156073
495,156414
496,156748
497,157082
498,157418
499,157748
500,158082
501,158745
502,159078
503,159405
504,159732
505,160046
506,160366
507,160690
508,161004
509,161331
510,161650
511,161971
512,162282
513,162589
514,162902
515,163208
516,163505
517,163816
518,164131
519,164447
520,164766
521,165089
522,165408
523,165730
524,166054
525,166375
526,166702
527,167025
528,167348
529,167671
530,167982
531,168303
532,168618
533,168943
534,169263
535,169583
536,169918
537,170245
538,170575
539,170912
540,171242
541,171568
542,171886
543,172215
544,172537
545,172848
546,173174
547,173511
548,173836
549,174157
550,174491
551,174824
552,175151
553,175474
554,175797
555,176126
556,176449
557,176776
558,177112
559,177433
560,177768
561,178100
562,178434
563,178763
564,179093
565,179436
566,179772
567,180114
568,180451
569,180787
570,181116
571,181448
572,181790
573,182126
574,182466
575,182805
576,183145
577,183470
578,183802
579,184142
580,184474
581,184803
582,185127
583,185461
584,185783
585,186105
586,186443
587,186765
588,187095
589,187424
590,187757
591,188080
592,188405
593,188740
594,189057
595,189369
596,189699
597,190036
598,190373
599,190706
600,191048
601,191388
602,191722
603,192059
604,192398
605,192732
606,193058
607,193396
608,193720
609,194047
610,194375
611,194705
612,195031
613,195354
614,195692
615,196024
616,196350
617,196682
618,197014
619,197344
620,197673
621,198012
622,198338
623,198656
624,198977
625,199315
626,199640
627,199959
628,200574
629,200908
630,201225
631,201547
632,201875
633,202194
634,202519
635,202847
636,203169
637,203493
638,203819
639,204146
640,204471
641,204794
642,205127
643,205452
644,205773
645,206104
646,206429
647,206743
648,207059
649,207388
650,207713
651,208036
652,208362
653,208699
654,209036
655,209367
656,209713
657,210052
658,210383
659,210712
660,211046
661,211382
662,211708
663,212044
664,212381
665,212707
666,213036
667,213371
668,213706
669,214039
670,214380
671,214719
672,215046
673,215382
674,215718
675,216048
676,216382
677,216722
678,217056
679,217385
680,217718
681,218053
682,218387
683,218711
684,219048
685,219383
686,219702
687,220026
688,220344
689,220672
690,220982
691,221295
692,221620
693,221936
694,222254
695,222559
696,222885
697,223197
698,223507
699,223825
700,224370
701,224674
702,224982
703,225287
704,225834
705,226151
706,226457
707,226758
708,227062
709,227379
710,227695
711,227999
712,228647
713,228971
714,229289
715,229868
716,230193
717,230513
718,230836
719,231153
720,231472
721,231798
722,232714
723,233100
724,233428
725,234229
726,234588
727,234916
728,235254
729,235595
730,235920
731,236258
732,236590
733,236931
734,237277
735,237620
736,237962
737,238302
738,238649
739,238986
740,239328
741,239659
742,239991
743,240325
744,240658
745,241011
746,241352
747,241691
748,242032
749,242381
750,242727
751,243068
752,243416
753,243765
754,244113
755,244455
756,244814
757,245159
758,245492
759,245835
760,246179
761,246531
762,246863
763,247206
764,247550
765,247892
766,248235
767,248582
768,248926
769,249269
770,249618
771,249960
772,250306
773,250659
774,251013
775,251355
776,251704
777,252054
778,252392
779,252736
780,253080
781,253429
782,253764
783,254109
784,254452
785,254786
786,255124
787,255470
788,255808
789,256145
790,256491
791,256843
792,257186
793,257536
794,257897
795,258238
796,258575
797,258928
798,259266
799,259596
800,259920
801,260256
802,260577
803,260903
804,261239
805,261557
806,261884
807,262214
808,262542
809,262868
810,263194
811,263529
812,263855
813,264170
814,264496
815,264830
816,265155
817,265477
818,265815
819,266147
820,266467
821,266786
822,267126
823,267460
824,267790
825,268143
826,268491
827,268827
828,269166
829,269508
830,269849
831,270183
832,270524
833,270849
834,271170
835,271503
836,271840
837,272178
838,272520
839,272869
840,273214
841,273550
842,273896
843,274243
844,274582
845,274914
846,275261
847,275595
848,275923
849,276255
850,276594
851,276930
852,277257
853,277600
854,277930
855,278264
856,278597
857,278928
858,279258
859,279587
860,279932
861,280265
862,280593
863,280922
864,281256
865,281590
866,281916
867,282252
868,282588
869,282917
870,283236
871,283568
872,283898
873,284215
874,284542
875,284870
876,285202
877,285532
878,285874
879,286220
880,286551
881,286900
882,287235
883,287557
884,287891
885,288232
886,288561
887,288886
888,289229
889,289573
890,289902
891,290239
892,290580
893,290921
894,291257
895,291603
896,291940
897,292269
898,292595
899,292927
900,293247
901,293560
902,293895
903,294217
904,294539
905,294868
906,295199
907,295527
908,295848
909,296419
910,296748
911,297070
912,297391
913,297723
914,298055
915,298389
916,298985
917,299328
918,299661
919,299987
920,300586
921,300920
922,301239
923,301550
924,301867
925,302202
926,302538
927,302853
928,303183
929,303513
930,303842
931,304177
932,304511
933,305125
934,305466
935,305800
936,306124
937,306777
938,307107
939,307434
940,308364
941,308712
942,309053
943,309397
944,309976
945,310336
946,310678
947,311014
948,311361
949,311715
950,312060
951,312395
952,312745
953,313085
954,313419
955,313761
956,314109
957,314453
958,314802
959,315161
960,315514
961,315866
962,316217
963,316564
964,316902
965,317257
966,317607
967,317947
968,318289
969,318638
970,318984
971,319318
972,319668
973,320004
974,320341
975,320682
976,321027
977,321366
978,321703
979,322038
980,322371
981,322703
982,323036
983,323368
984,323690
985,324010
986,324348
987,324672
988,324994
989,325329
990,325676
991,326009
992,326335
993,326675
994,327003
995,327342
996,327670
997,328005
998,328334
999,328945
1000,329294
1001,329631
1002,329970
1003,330306
1004,330634
1005,330969
1006,331313
1007,331658
1008,331990
1009,332323
1010,332673
1011,333005
1012,333335
1013,333925
1014,334266
1015,334601
1016,334938
1017,335269
1018,335594
1019,335935
1020,336263
1021,336579
1022,336909
1023,337250
1024,337583
1025,337907
1026,338249
1027,338588
1028,338924
1029,339258
1030,339605
1031,339953
1032,340302
1033,340652
1034,341008
1035,341357
1036,341716
1037,342085
1038,342455
1039,342833
1040,343198
1041,343553
1042,343916
1043,344276
1044,344632
1045,344970
1046,345324
1047,345683
1048,346020
1049,346366
1050,346718
1051,347053
1052,347389
1053,347728
1054,348066
1055,348400
1056,348747
1057,349104
1058,349452
1059,349817
1060,350188
1061,350550
1062,350921
1063,351297
1064,351671
1065,352033
1066,352406
1067,352764
1068,353114
1069,353466
1070,353815
1071,354160
1072,354505
1073,354846
1074,355179
1075,355519
1076,355857
1077,356190
1078,356527
1079,356882
1080,357232
1081,357577
1082,357922
1083,358279
1084,358629
1085,358965
1086,359316
1087,359651
1088,359987
1089,360327
1090,360666
1091,361282
1092,361630
1093,361966
1094,362287
1095,362618
1096,362963
1097,363291
1098,363620
1099,363954
1100,364296
1101,364634
1102,364965
1103,365690
1104,366039
1105,366382
1106,366712
1107,367299
1108,367644
1109,367983
1110,368311
1111,368657
1112,368994
1113,369329
1114,369665
1115,370009
1116,370360
1117,370703
1118,371060
1119,371409
1120,371759
1121,372114
1122,372466
1123,372813
1124,373165
1125,373522
1126,373866
1127,374225
1128,374585
1129,374952
1130,375306
1131,375670
1132,376016
1133,376353
1134,376695
1135,377047
1136,377393
1137,377734
1138,378094
1139,378439
1140,378777
1141,379124
1142,379463
1143,379797
1144,380125
1145,380465
1146,380796
1147,381136
1148,381480
1149,381832
1150,382173
1151,382525
1152,382878
1153,383223
1154,383567
1155,383911
1156,384261
1157,384607
1158,384972
1159,385328
1160,385675
1161,386039
1162,386406
1163,386756
1164,387104
1165,387451
1166,387792
1167,388137
1168,388477
1169,388817
1170,389152
1171,389490
1172,389825
1173,390166
1174,390502
1175,390836
1176,391170
1177,391465
1178,391817
1179,392148
1180,392468
1181,392790
1182,393496
1183,393818
1184,394153
1185,394460
1186,394799
1187,395126
1188,395453
1189,396241
1190,396588
1191,396917
1192,397660
1193,398013
1194,398343
1195,398676
1196,399026
1197,399363
1198,399698
1199,400418
1200,400757
1201,401090
1202,401423
1203,401754
1204,402088
1205,402416
1206,402744
1207,403074
1208,403420
1209,403757
1210,404074
1211,404389
1212,404710
1213,405041
1214,405358
1215,405665
1216,406004
1217,406326
1218,406648
1219,406969
1220,407301
1221,407630
1222,407955
1223,408296
1224,408629
1225,408961
1226,409299
1227,409650
1228,409987
1229,410332
1230,410680
1231,411019
1232,411347
1233,411695
1234,412051
1235,412387
1236,412725
1237,413072
1238,413409
1239,413743
1240,414071
1241,414410
1242,414733
1243,415057
1244,415392
1245,415716
1246,416042
1247,416367
1248,416638
1249,417143
1250,417493
1251,417834
1252,418156
1253,418496
1254,418837
1255,419171
1256,419496
1257,419834
1258,420179
1259,420510
1260,420841
1261,421177
1262,421518
1263,421846
1264,422188
1265,422530
1266,422863
1267,423199
1268,423534
1269,423862
1270,424179
1271,424513
1272,424836
1273,425151
1274,425476
1275,425810
1276,426143
1277,426479
1278,426821
1279,427167
1280,427508
1281,427843
1282,428189
1283,428527
1284,428858
1285,429202
1286,429532
1287,429855
1288,430181
1289,430514
1290,430849
1291,431172
1292,431511
1293,431844
1294,432169
1295,432510
1296,432853
1297,433194
1298,433530
1299,433879
1300,434217
1301,434553
1302,434893
1303,435232
1304,435559
1305,435880
1306,436214
1307,436541
1308,437169
1309,437504
1310,437832
1311,438405
1312,438754
1313,439088
1314,439429
1315,439758
1316,440095
1317,440418
1318,440743
1319,441070
1320,441382
1321,441691
1322,442250
1323,442562
1324,442874
1325,443594
1326,443915
1327,444241
1328,445251
1329,445597
1330,446375
1331,446746
1332,447092
1333,447744
1334,448089
1335,448420
1336,448752
1337,449078
1338,449404
1339,449721
1340,450469
1341,450811
1342,451154
1343,451495
1344,451837
1345,452175
1346,452517
1347,452853
1348,453184
1349,453517
1350,453865
1351,454195
1352,454827
1353,455160
1354,455479
1355,456095
1356,456417
1357,456729
1358,457040
1359,457347
1360,457645
1361,457947
1362,458738
1363,459078
1364,459416
1365,459747
1366,460075
1367,460415
1368,460748
1369,461074
1370,461394
1371,461725
1372,462049
1373,462371
1374,462700
1375,463026
1376,463356
1377,463675
1378,464003
1379,464331
1380,464637
1381,464958
1382,465277
1383,465595
1384,465913
1385,466227
1386,466552
1387,466876
1388,467191
1389,467509
1390,468110
1391,468441
1392,468777
1393,469097
1394,469414
1395,469737
1396,470053
1397,470374
1398,470692
1399,471016
1400,471345
1401,471661
1402,471987
1403,472313
1404,472647
1405,472971
1406,473291
1407,473631
1408,473959
1409,474288
1410,474621
1411,474970
1412,475300
1413,475630
1414,475968
1415,476297
1416,476633
1417,476971
1418,477311
1419,477646
1420,477981
1421,478328
1422,478658
1423,478981
1424,479304
1425,479631
1426,479954
1427,480279
1428,480610
1429,480936
1430,481264
1431,481597
1432,481941
1433,482269
1434,482597
1435,482935
1436,483271
1437,483602
1438,483933
1439,484267
1440,484589
1441,484915
1442,485245
1443,485571
1444,485901
1445,486223
1446,486561
1447,486886
1448,487214
1449,487549
1450,487867
1451,488416
1452,488741
1453,489056
1454,489362
1455,489694
1456,490026
1457,490343
1458,490665
1459,490992
1460,491316
1461,491633
1462,491958
1463,492287
1464,492611
1465,492932
1466,493256
1467,493583
1468,493905
1469,494238
1470,494566
1471,494885
1472,495213
1473,495538
1474,495861
1475,496177
1476,496497
1477,496824
1478,497146
1479,497463
1480,497787
1481,498116
1482,498437
1483,498752
1484,499078
1485,499397
1486,499711
1487,500025
1488,500339
1489,500640
1490,500941
1491,501242
1492,501546
1493,501851
1494,502161
1495,502475
1496,502775
1497,503116
1498,503432
1499,503764
1500,504086
1501,504398
1502,504721
1503,505043
1504,505363
1505,505681
1506,506007
1507,506335
1508,506656
1509,506976
