,R
0,13696
1,28976
2,29537
3,31241
4,31823
5,32364
6,32897
7,40701
8,57864
9,58442
10,65361
11,65559
12,67358
13,67613
14,67804
15,74393
16,74611
17,75720
18,85304
19,85888
20,93332
21,93890
22,94501
23,94787
24,95070
25,95628
26,95809
27,105764
28,106308
29,106861
30,107712
31,112684
32,113256
33,125852
34,126493
35,134929
36,135525
37,135693
38,139548
39,147685
40,148269
41,148846
42,149396
43,149560
44,155038
45,155202
46,155367
47,156807
48,157684
49,157957
50,158238
51,159714
52,162091
53,163580
54,165035
55,165190
56,165794
57,166085
58,166365
59,166885
60,168372
61,169540
62,171045
63,171654
64,171955
65,177930
66,178545
67,184002
68,196974
69,197564
70,197882
71,198461
72,202640
73,214613
74,215239
75,215790
76,250856
77,252282
78,252454
79,253527
80,254097
81,254661
82,255472
83,259388
84,260888
85,261760
86,263301
87,265094
88,266867
89,268233
90,269715
91,270270
92,270822
93,271406
94,274384
95,277671
96,279733
97,282736
98,284197
99,284781
100,285065
101,285330
102,285630
103,285882
104,286148
105,286438
106,286696
107,286959
108,287144
109,287419
110,287695
111,287952
112,288215
113,288487
114,289041
115,289286
116,290750
117,291025
118,291268
119,291560
120,292132
121,292375
122,292642
123,292890
124,293466
125,293739
126,294310
127,294608
128,294811
129,298119
130,298299
131,298891
132,299142
133,299415
134,299667
135,300237
136,300485
137,300671
138,301236
139,301806
140,302980
141,303575
142,303844
143,304042
144,304560
145,306666
146,306846
147,307427
148,307732
149,308001
150,310958
151,311505
152,312130
153,312696
154,316661
155,316936
156,318114
157,318385
158,318676
159,318976
160,319570
161,319750
162,320030
163,320322
164,320525
165,322612
166,322957
167,323558
168,324684
169,325547
170,325839
171,326677
172,326915
173,327217
174,327501
175,327761
176,328311
177,328523
178,329099
179,329412
180,330018
181,330285
182,330462
183,332199
184,332481
185,333034
186,333288
187,333591
188,334213
189,334492
190,334744
191,334925
192,335512
193,335757
194,336018
195,336288
196,336561
197,336793
198,337037
199,337275
200,337852
201,338059
202,338352
203,338616
204,338853
205,339320
206,339608
207,339802
208,340446
209,340696
210,340962
211,341216
212,342411
213,342691
214,342959
215,343246
216,343500
217,344067
218,345002
219,345196
220,346941
221,347106
222,347693
223,347932
224,348194
225,348465
226,348743
227,349024
228,349324
229,349570
230,349805
231,351017
232,351275
233,352135
234,352389
235,352584
236,353151
237,353412
238,353673
239,353933
240,354182
241,354418
242,354680
243,354928
244,355209
245,356394
246,356628
247,356869
248,357128
249,357387
250,357679
251,357941
252,358166
253,358395
254,358938
255,359122
256,359416
257,359631
258,360562
259,360820
260,361042
261,361291
262,361562
263,361910
264,362107
265,362395
266,362634
267,362924
268,363168
269,363404
270,363637
271,363944
272,364238
273,364442
274,365033
275,365264
276,365501
277,365743
278,365956
279,366266
280,366555
281,366824
282,367663
283,367854
284,368030
285,368349
286,368596
287,369761
288,370005
289,370155
290,370725
291,370984
292,371223
293,371406
294,371664
295,372212
296,372524
297,372729
298,373301
299,373474
300,374032
301,374305
302,374806
303,375682
304,376253
305,376514
306,376789
307,378241
308,378486
309,378737
310,378985
311,381038
312,381313
313,381565
314,382134
315,382393
316,382635
317,382905
318,383179
319,383487
320,383688
321,384802
322,385400
323,385694
324,386282
325,386523
326,390094
327,390651
328,391193
329,391449
330,391741
331,392947
332,393212
333,393389
334,393894
335,394838
336,395030
337,398655
338,418751
339,431506
340,432074
341,432333
342,432598
343,434734
344,448208
345,448408
346,451120
347,458052
348,458335
349,458530
350,459176
351,484128
352,484408
353,484601
354,484771
355,485352
356,485580
357,485824
358,486052
359,486292
360,486503
361,486731
362,486982
363,487242
364,487483
365,487715
366,487945
367,488177
368,488428
369,488683
370,488897
371,489490
372,489745
373,490012
374,490267
375,490499
376,490727
377,491336
378,503775
379,503976
380,504558
381,505092
382,520194
383,520752
384,522587
385,524382
386,525829
387,527589
388,529060
389,530849
390,532291
391,534050
392,537394
393,539179
394,540941
395,542404
396,544225
397,546007
398,547765
399,549507
400,551262
401,553033
402,554502
403,585719
404,601748
405,602301
