,R
0,160
1,433
2,726
3,1061
4,1366
5,1651
6,1935
7,2223
8,2499
9,2793
10,3094
11,3402
12,3694
13,3986
14,4275
15,4542
16,4820
17,5106
18,5442
19,5783
20,6085
21,6299
22,6635
23,6823
24,7197
25,7415
26,7825
27,8026
28,8394
29,8582
30,8931
31,9130
32,9504
33,9710
34,10098
35,10306
36,10656
37,10844
38,11199
39,11392
40,11776
41,11992
42,12404
43,12713
44,13012
45,13287
46,13574
47,13896
48,14237
49,14568
50,14897
51,15190
52,15465
53,15755
54,16103
55,16478
56,16823
57,17113
58,17394
59,17680
60,17996
61,18362
62,18690
63,19125
64,19408
65,19694
66,19903
67,20157
68,20749
69,21122
70,21438
71,21709
72,21998
73,22307
74,22627
75,22860
76,23284
77,23602
78,23892
79,24076
80,24472
81,24678
82,25110
83,25421
84,25734
85,26021
86,26303
87,26585
88,26887
89,27224
90,27556
91,27890
92,28169
93,28451
94,28736
95,29035
96,29353
97,29658
98,29871
99,30246
100,30533
101,30828
102,31127
103,31432
104,31735
105,31940
106,32328
107,32511
108,32890
109,33181
110,33480
111,33680
112,34117
113,34334
114,34721
115,34908
116,35291
117,35500
118,35937
119,36184
120,36598
121,36805
122,37183
123,37416
124,37881
125,38144
126,38590
127,38801
128,39170
129,39371
130,39838
131,40109
132,40568
133,40807
134,41218
135,41564
136,41998
137,42409
138,42762
139,43084
140,43389
141,43703
142,44076
143,44468
144,44807
145,45113
146,45416
147,45734
148,46055
149,46399
150,46642
151,47068
152,47276
153,47648
154,47879
155,48256
156,48568
157,48899
158,49220
159,49519
160,49790
161,50075
162,50374
163,50671
164,50995
165,51314
166,51615
167,51886
168,52084
169,52480
170,52689
171,53114
172,53319
173,53724
174,54009
175,54295
176,54520
177,54936
178,55260
179,55564
180,55876
181,56181
182,56387
183,56745
184,57027
185,57316
186,57606
187,57829
188,58189
189,58457
190,58724
191,58927
192,59329
193,59661
194,59989
195,60280
196,60556
197,60747
198,61116
199,61337
200,61787
201,62126
202,62427
203,62705
204,62992
205,63300
206,63674
207,64004
208,64327
209,64635
210,64925
211,65223
212,65572
213,65866
214,66266
215,66600
216,66919
217,67214
218,67530
219,67871
220,68231
221,68545
222,68863
223,69160
224,69445
225,69655
226,70062
227,70411
228,70750
229,71059
230,71335
231,71612
232,71914
233,72210
234,72476
235,72875
236,73178
237,73457
238,73729
239,74030
240,74350
241,74704
242,74966
243,75348
244,75631
245,75911
246,76205
247,76541
248,76884
249,77211
250,77515
251,77814
252,78011
253,78389
254,78590
255,79001
256,79310
257,79613
258,79806
259,80151
260,80440
261,80724
262,81043
263,81390
264,81727
265,82008
266,82272
267,82467
268,82857
269,83078
270,83525
271,83868
272,84157
273,84427
274,84738
275,84968
276,85403
277,85715
278,86038
279,86316
280,86587
281,86881
282,87188
283,87530
284,87863
285,88224
286,88580
287,88884
288,89191
289,89525
290,89879
291,90222
292,90502
293,90927
294,91233
295,91543
296,91877
297,92234
298,92569
299,92897
300,93191
301,93486
302,93778
303,94087
304,94406
305,94706
306,94995
307,95280
308,95577
309,95796
310,96210
311,96517
312,96808
313,97094
314,97386
315,97677
316,97976
317,98298
318,98597
319,98898
320,99199
321,99491
322,99698
323,100064
324,100306
325,100702
326,101018
327,101328
328,101607
329,101884
330,102163
331,102470
332,102779
333,103096
334,103386
335,103663
336,103937
337,104223
338,104540
339,104860
340,105162
341,105451
342,105654
343,106047
344,106354
345,106652
346,106978
347,107290
348,107485
349,107889
350,108179
351,108481
352,108771
353,109090
354,109411
355,109628
356,110002
357,110188
358,110568
359,110867
360,111184
361,111525
362,111838
363,112133
364,112394
365,112678
366,113004
367,113312
368,113621
369,113920
370,114213
371,114476
372,114749
373,115063
374,115386
375,115701
376,115998
377,116300
378,116594
379,116872
380,117150
381,117457
382,117763
383,118053
384,118247
385,118652
386,118919
387,119182
388,119461
389,119786
390,120093
391,120400
392,120677
393,120941
394,121210
395,121483
396,121784
397,122124
398,122441
399,122736
400,123018
401,123297
402,123501
403,123880
404,124101
405,124494
406,124708
407,125078
408,125269
409,125629
410,125828
411,126214
412,126430
413,126849
414,127063
415,127428
416,127617
417,128000
418,128214
419,128744
420,128996
421,129411
422,129610
423,129984
424,130242
425,130826
426,131119
427,131547
428,131738
429,132103
430,132308
431,132760
432,133009
433,133499
434,133723
435,134138
436,134345
437,134760
438,134995
439,135490
440,135732
441,136139
442,136337
443,136725
444,136943
445,137355
446,137613
447,138087
448,138293
449,138664
450,138864
451,139263
452,139476
453,139929
454,140146
455,140519
456,140713
457,141113
458,141327
459,141746
460,141966
461,142382
462,142580
463,142952
464,143167
465,143583
466,143795
467,144195
468,144433
469,144831
470,145029
471,145406
472,145628
473,146029
474,146241
475,146669
476,146871
477,147235
478,147434
479,147841
480,148074
481,148457
482,148675
483,149063
484,149259
485,149629
486,149849
487,150245
488,150455
489,150867
490,151103
491,151501
492,151708
493,152103
494,152326
495,152743
496,152995
497,153410
498,153613
499,153979
500,154196
501,154638
502,154871
503,155284
504,155591
505,155895
506,156192
507,156533
508,156888
509,157065
510,157507
511,157816
512,158133
513,158436
514,158757
515,158970
516,159388
517,159574
518,159975
519,160286
520,160590
521,160902
522,161207
523,161425
524,161842
525,162150
526,162445
527,162745
528,163046
529,163260
530,163686
531,163985
532,164270
533,164562
534,164871
535,165189
536,165395
537,165824
538,166119
539,166400
540,166696
541,167003
542,167209
543,167624
544,167935
545,168254
546,168542
547,168836
548,169130
549,169337
550,169736
551,170054
552,170376
553,170662
554,170948
555,171247
556,171576
557,171899
558,172217
559,172522
560,172824
561,173121
562,173441
563,173774
564,174110
565,174433
566,174757
567,174976
568,175431
569,175644
570,176094
571,176315
572,176758
573,176970
574,177384
575,177623
576,178101
577,178373
578,178880
579,179107
580,179493
581,179702
582,180190
583,180433
584,180896
585,181116
586,181507
587,181705
588,182174
589,182443
590,182903
591,183132
592,183526
593,183716
594,184119
595,184357
596,184839
597,185054
598,185483
