,R
0,348
1,742
2,1155
3,1576
4,1980
5,2365
6,2757
7,3167
8,3589
9,4006
10,4400
11,4799
12,5200
13,5613
14,6015
15,6406
16,6798
17,7191
18,7607
19,8041
20,8461
21,8857
22,9260
23,9677
24,10109
25,10346
26,10900
27,11290
28,11681
29,12088
30,12496
31,12886
32,13279
33,13675
34,14095
35,14524
36,14949
37,15353
38,15756
39,16176
40,16609
41,17023
42,17409
43,17792
44,18194
45,18612
46,19006
47,19400
48,19789
49,20191
50,20610
51,21035
52,21460
53,21859
54,22256
55,22681
56,23109
57,23529
58,23929
59,24330
60,24756
61,25181
62,25591
63,25984
64,26374
65,26778
66,27200
67,27617
68,28030
69,28424
70,28823
71,29245
72,29676
73,30091
74,30489
75,30886
76,31326
77,31753
78,32149
79,32533
80,32917
81,33307
82,33709
83,34106
84,34503
85,34889
86,35278
87,35691
88,36112
89,36524
90,36909
91,37292
92,37701
93,38116
94,38523
95,38924
96,39316
97,39729
98,40155
99,40572
100,40978
101,41369
102,41758
103,42167
104,42581
105,42994
106,43386
107,43778
108,44189
109,44617
110,45030
111,45425
112,45819
113,46228
114,46659
115,47079
116,47489
117,47890
118,48294
119,48709
120,49133
121,49541
122,49936
123,50327
124,50734
125,51165
126,51578
127,51968
128,52360
129,52771
130,53208
131,53635
132,54042
133,54455
134,54874
135,55302
136,55725
137,56124
138,56517
139,56908
140,57318
141,57742
142,58146
143,58534
144,58932
145,59354
146,59788
147,60206
148,60597
149,60997
150,61405
151,61826
152,62243
153,62645
154,63045
155,63452
156,63872
157,64298
158,64703
159,65087
160,65471
161,65878
162,66307
163,66714
164,67102
165,67499
166,67924
167,68354
168,68771
169,69170
170,69568
171,69980
172,70400
173,70819
174,71228
175,71615
176,72013
177,72431
178,72861
179,73275
180,73669
181,74070
182,74508
183,74943
184,75365
185,75768
186,76177
187,76605
188,77025
189,77445
190,77834
191,78218
192,78617
193,79042
194,79463
195,79864
196,80247
197,80644
198,81064
199,81479
200,81883
201,82108
202,82653
203,83064
204,83479
205,83888
206,84285
207,84675
208,85081
209,85506
210,85931
211,86337
212,86730
213,87123
214,87554
215,87976
216,88210
217,88750
218,89131
219,89538
220,89935
221,90332
222,90728
223,91115
224,91516
225,91940
226,92364
227,92777
228,93170
229,93555
230,93969
231,94398
232,94808
233,95204
234,95593
235,95825
236,96399
237,96801
238,97180
239,97558
240,97946
241,98353
242,98761
243,99168
244,99567
245,99958
246,100366
247,100796
248,101218
249,101611
250,102010
251,102422
252,102858
253,103281
254,103681
255,104083
256,104491
257,104911
258,105333
259,105736
260,106134
261,106528
262,106948
263,107382
264,107800
265,108194
266,108587
267,108999
268,109420
269,109826
270,110205
271,110590
272,111003
273,111424
274,111830
275,112235
276,112637
277,113048
278,113476
279,113912
280,114333
281,114733
282,115136
283,115560
284,115993
285,116406
286,116802
287,117204
288,117635
289,118063
290,118487
291,118896
292,119305
293,119730
294,120163
295,120416
296,121006
297,121406
298,121819
299,122250
300,122679
301,123086
302,123480
303,123895
304,124327
305,124746
306,125155
307,125547
308,125949
309,126366
310,126784
311,127203
312,127600
313,127992
314,128406
315,128834
316,129258
317,129652
318,130035
319,130440
320,130863
321,131273
322,131673
323,132061
324,132469
325,132902
326,133328
327,133751
328,134153
329,134553
330,134974
331,135403
332,135820
333,136212
334,136592
335,137001
336,137412
337,137813
338,138196
339,138580
340,138984
341,139419
342,139851
343,140275
344,140690
345,141097
346,141518
347,141944
348,142361
349,142757
350,143148
351,143557
352,143987
353,144401
354,144797
355,145488
356,145937
357,146381
358,146805
359,147235
360,147664
361,148097
362,148527
363,148948
364,149335
365,149703
366,150083
367,150481
368,150887
369,151282
370,151679
371,152090
372,152528
373,152952
374,153352
375,153750
376,154159
377,154583
378,155008
379,155416
380,155637
381,156200
382,156612
383,157020
384,157424
385,157805
386,158187
387,158588
388,159012
389,159430
390,159827
391,160222
392,160635
393,161060
394,161477
395,161884
396,162279
397,162677
398,163092
399,163515
400,163927
401,164318
402,164707
403,165118
404,165549
405,165976
406,166377
407,166775
408,167198
409,167631
410,168045
411,168440
412,168828
413,169224
414,169633
415,170038
416,170290
417,170814
418,171185
419,171569
420,171957
421,172345
422,172721
423,173089
424,173470
425,173879
426,174282
427,174683
428,175064
429,175450
430,175847
431,176257
432,176670
433,177075
434,177464
435,177859
436,178275
437,178705
438,179119
439,179514
440,179909
441,180331
442,180752
443,181153
444,181542
445,181932
446,182341
447,182752
448,183163
449,183569
450,183961
451,184355
452,184778
453,185202
454,185620
455,186013
456,186409
457,186837
458,187264
459,187673
460,188068
461,188457
462,188864
463,189271
464,189676
465,190075
466,190459
467,190849
468,191262
469,191684
470,192094
471,192488
472,192874
473,193280
474,193700
475,194105
476,194488
477,194873
478,195271
479,195693
480,196107
481,196507
482,196905
483,197303
484,197712
485,198129
486,198533
487,198926
488,199312
489,199699
490,200107
491,200498
492,200858
493,201216
494,201578
495,201959
496,202345
497,202714
498,203065
499,203428
500,203804
501,204210
502,204625
503,205029
504,205422
505,205814
506,206216
507,206639
508,207058
509,207448
510,207835
511,208228
512,208628
513,209011
514,209382
515,209742
516,210111
517,210485
518,210859
519,211224
520,211570
521,211906
522,212238
523,212583
524,212931
525,213280
526,213618
527,213941
528,214260
529,214592
530,214938
531,215294
532,215639
533,215969
534,216298
535,216632
536,216978
537,217314
538,217646
539,217973
540,218296
541,218534
542,218931
543,219268
544,219607
545,219945
546,220266
547,220575
548,220891
549,221224
550,221564
551,221906
552,222234
553,222462
554,222870
555,223211
556,223550
557,223893
558,224232
559,224471
560,224883
561,225220
562,225559
563,225907
564,226256
565,226507
566,226929
567,227254
568,227584
569,227926
570,228277
571,228542
572,228954
573,229270
574,229595
575,229943
576,230287
577,230622
578,230950
579,231263
580,231577
581,231902
582,232234
583,232477
584,232907
585,233240
586,233554
587,233864
588,234190
589,234525
590,234865
591,235211
592,235532
593,235854
594,236181
595,236531
596,236879
597,237217
598,237548
599,237869
600,238193
601,238428
