,R
0,95
1,253
2,478
3,673
4,873
5,1076
6,1272
7,1466
8,1655
9,1849
10,2047
11,2236
12,2433
13,2632
14,2832
15,3021
16,3219
17,3408
18,3603
19,3806
20,4007
21,4200
22,4401
23,4592
24,4785
25,4976
26,5172
27,5374
28,5571
29,5771
30,5963
31,6156
32,6347
33,6543
34,6742
35,6941
36,7134
37,7333
38,7522
39,7715
40,7914
41,8107
42,8302
43,8497
44,8699
45,8898
46,9095
47,9284
48,9481
49,9681
50,9882
51,10074
52,10273
53,10462
54,10656
55,10850
56,11042
57,11236
58,11433
59,11636
60,11827
61,12021
62,12214
63,12409
64,12606
65,12808
66,13005
67,13203
68,13391
69,13585
70,13781
71,13978
72,14173
73,14369
74,14568
75,14763
76,14957
77,15146
78,15339
79,15536
80,15736
81,15929
82,16127
83,16320
84,16512
85,16706
86,16905
87,17095
88,17296
89,17499
90,17695
91,17886
92,18080
93,18272
94,18471
95,18671
96,18866
97,19061
98,19253
99,19446
100,19636
101,19834
102,20026
103,20222
104,20418
105,20615
106,20809
107,21004
108,21192
109,21387
110,21591
111,21990
112,22184
113,22374
114,22571
115,22953
116,23154
117,23350
118,23554
119,23744
120,23936
121,24127
122,24328
123,24526
124,24725
125,24920
126,25116
127,25305
128,25498
129,25696
130,25894
131,26092
132,26288
133,26486
134,26680
135,26881
136,27069
137,27262
138,27461
139,27662
140,27855
141,28050
142,28241
143,28435
144,28629
145,28825
146,29020
147,29216
148,29417
149,29617
150,29813
151,30006
152,30206
153,30406
154,30610
155,30801
156,31003
157,31194
158,31389
159,31586
160,31782
161,31977
162,32177
163,32378
164,32569
165,32764
166,32960
167,33153
168,33348
169,33549
170,33748
171,33945
172,34135
173,34334
174,34530
175,34727
176,34927
177,35123
178,35323
179,35522
180,35720
181,35912
182,36105
183,36304
184,36506
185,36697
186,36899
187,37087
188,37283
189,37477
190,37676
191,37871
192,38069
193,38267
194,38466
195,38661
196,38856
197,39049
198,39249
199,39447
200,39643
201,40036
202,40230
203,40421
204,40621
205,40811
206,41006
207,41206
208,41402
209,41595
210,41790
211,41981
212,42178
213,42380
214,42777
215,43165
216,43560
217,43751
218,43953
219,44355
220,44747
221,45135
222,45333
223,45530
224,45921
225,46306
226,46701
227,47101
228,47489
229,47876
230,48270
231,48666
232,49052
233,49444
234,49831
235,49998
236,50232
237,50618
238,51010
