,R
0,34652
1,35587
2,36208
3,36840
4,37444
5,38056
6,38654
7,39264
8,39863
9,40458
10,41059
11,41648
12,53239
13,53392
14,119586
15,120528
16,121158
17,121792
18,122399
19,123028
20,133710
21,134328
22,134960
23,135588
24,136196
25,136789
26,146154
27,146739
28,147328
29,147947
30,148541
31,149156
32,149750
33,150328
34,150922
35,151508
36,152128
37,152722
38,153335
39,153947
40,154535
41,155139
42,155715
43,156290
44,156869
45,157455
46,158055
47,158630
48,159212
49,159779
50,160365
51,160959
52,161534
53,162132
54,162704
55,163301
56,163891
57,164490
58,165111
59,165723
60,166321
61,166941
62,167553
63,168169
64,168782
65,169424
66,170054
67,170678
68,171323
69,171936
70,172530
71,173129
72,173722
73,174329
74,174937
75,175543
76,176150
77,176737
78,177321
79,177918
80,178506
81,179114
82,179708
83,180291
84,180887
85,181481
86,182112
87,182720
88,183344
89,183946
90,184557
91,185166
92,185792
93,186385
94,187010
95,187630
96,188246
97,188855
98,189437
99,190038
100,190637
101,191243
102,191860
103,192440
104,193043
105,193620
106,194227
107,194800
108,195385
109,195959
110,196542
111,197141
112,197748
113,198348
114,198938
115,199529
116,200117
117,200688
118,201263
119,201877
120,202466
121,257202
122,288381
123,288998
124,289634
125,290248
126,290882
127,291486
128,303816
129,304426
130,305036
131,305636
132,306215
133,306815
134,307395
135,307984
136,308569
137,309174
138,309796
139,310384
140,311002
141,311612
142,312229
143,312841
144,313460
145,314067
146,314666
147,315238
148,315835
149,316429
150,317033
151,317640
152,318252
153,318864
154,319461
155,320054
156,320667
157,321285
158,321884
159,322490
160,323087
161,323713
162,324327
163,324937
164,325556
165,326143
166,326746
167,327341
168,327938
169,328541
170,329132
171,329744
172,330341
173,330942
174,331555
175,332154
176,332749
177,333351
178,333932
179,334532
180,335116
181,335737
182,336336
183,336943
184,337571
185,338172
186,338797
187,339404
188,340015
189,340614
190,341196
191,341787
192,342388
193,342991
194,343619
195,344215
196,344830
197,345431
198,346020
199,346606
200,347210
201,347817
202,348420
203,349025
204,349631
205,350244
206,350832
207,351430
208,352005
209,352585
210,353174
211,353758
212,354360
213,354940
214,355549
215,356126
216,356708
217,357299
218,357880
219,358489
220,359089
221,359720
222,360340
223,360965
224,361583
225,362172
226,362762
227,363356
228,363960
229,364553
230,365159
231,365751
232,366352
233,366948
234,367542
235,368145
236,368752
237,369361
238,369968
239,370587
240,371228
241,371838
242,372443
243,373023
244,373609
245,374209
246,374824
247,375459
248,376064
249,469323
250,469943
251,470592
252,471207
253,471838
254,472446
255,473043
256,473635
257,474222
258,474808
259,475414
260,476006
261,476611
262,477208
263,477801
264,478411
265,479012
266,479630
267,480237
268,480849
269,481486
270,482086
271,482710
272,483309
273,483928
274,484534
275,485139
276,485739
277,486341
278,486920
279,487508
280,488089
281,488673
282,489286
283,489905
284,490522
285,491140
286,491758
287,492377
288,492987
289,493594
290,494213
291,494820
292,495414
293,496012
294,496593
295,497203
296,497804
297,498437
298,499064
299,499685
300,500311
301,500894
302,501505
303,502099
304,502689
305,503280
306,503872
307,504469
308,505086
309,505702
310,506321
311,506954
312,507577
313,578987
314,633251
315,646801
