,R
0,124
1,313
2,503
3,704
4,901
5,1098
6,1294
7,1481
8,1669
9,1854
10,2042
11,2221
12,2407
13,2594
14,2786
15,2990
16,3199
17,3399
18,3605
19,3789
20,3971
21,4153
22,4339
23,4520
24,4711
25,4910
26,5111
27,5309
28,5503
29,5690
30,5876
31,6069
32,6258
33,6428
34,6631
35,6817
36,7012
37,7216
38,7412
39,7616
40,7816
41,8018
42,8205
43,8390
44,8570
45,8753
46,8946
47,9103
48,9214
49,9549
50,9745
51,9943
52,10135
53,10322
54,10490
55,10619
56,10875
57,11062
58,11254
59,11448
60,11643
61,11842
62,12050
63,12248
64,12436
65,12618
66,12797
67,12976
68,13160
69,13340
70,13533
71,13732
72,13937
73,14138
74,14332
75,14517
76,14700
77,14885
78,15018
79,15262
80,15456
81,15649
82,15847
83,16043
84,16244
85,16437
86,16635
87,16809
88,17005
89,17181
90,17361
91,17542
92,17730
93,17927
94,18130
95,18327
96,18467
97,18716
98,18900
99,19084
100,19263
101,19442
102,19554
103,19816
104,20010
105,20210
106,20402
107,20595
108,20795
109,20996
110,21180
111,21360
112,21537
113,21718
114,21902
115,22098
116,22282
117,22486
118,22687
119,22894
120,23087
121,23278
122,23458
123,23638
124,23822
125,24014
126,24204
127,24406
128,24601
129,24800
130,25007
131,25202
132,25393
133,25575
134,25759
135,25938
136,26075
137,26308
138,26500
139,26705
140,26921
141,27125
142,27328
143,27511
144,27653
145,27766
146,28056
147,28243
148,28429
149,28628
150,28823
151,29021
152,29212
153,29400
154,29590
155,29778
156,29957
157,30138
158,30314
159,30491
160,30675
161,30825
162,31065
163,31267
164,31469
165,31670
166,31857
167,32040
168,32216
169,32396
170,32585
171,32783
172,32978
173,33180
174,33375
175,33573
176,33772
177,33960
178,34146
179,34329
180,34516
181,34703
182,34846
183,35083
184,35279
185,35485
186,35703
187,35905
188,36057
189,36282
190,36463
191,36646
192,36828
193,37017
194,37209
195,37413
196,37610
197,37811
198,38006
199,38196
200,38357
201,38569
202,38745
203,38930
204,39109
205,39296
206,39478
207,39677
208,39870
209,40075
210,40275
211,40466
212,40646
213,40827
214,41007
215,41192
216,41383
217,41579
218,41777
219,41978
220,42174
221,42369
222,42561
223,42743
224,42930
225,43115
226,43307
227,43492
228,43686
229,43878
230,44076
231,44281
232,44492
233,44685
234,44875
235,45054
236,45234
237,45419
238,45601
239,45791
240,45985
241,46161
242,46392
243,46592
244,46785
245,46968
246,47151
247,47335
248,47518
249,47706
250,47892
251,48081
252,48269
253,48472
254,48665
255,48862
256,49050
257,49237
258,49417
259,49597
260,49773
261,49952
262,50144
263,50348
264,50549
265,50753
266,50948
267,51138
268,51330
269,51512
270,51690
271,51875
272,52066
273,52262
274,52456
275,52658
276,52855
277,53057
278,53259
279,53453
280,53638
281,53820
282,53994
283,54176
284,54365
285,54559
286,54756
287,54952
288,55160
289,55360
290,55553
291,55732
292,55907
293,56088
294,56279
295,56467
296,56658
297,56850
298,57047
299,57238
300,57394
301,57623
302,57812
303,57991
304,58169
305,58343
306,58503
307,58710
308,58900
309,59038
310,59303
311,59499
312,59699
313,59877
314,60058
315,60197
316,60420
317,60595
318,60779
319,60969
320,61168
321,61366
322,61565
323,61754
324,61945
325,62134
326,62314
327,62503
328,62684
329,62865
330,63057
331,63257
332,63448
333,63647
334,63850
335,64059
336,64240
337,64421
338,64556
339,64672
340,64787
341,64973
342,65165
343,65290
344,65567
345,65762
346,65961
347,66154
348,66347
349,66524
350,66702
351,66879
352,67062
353,67242
354,67437
355,67625
356,67820
357,68030
358,68243
359,68437
360,68621
361,68799
362,68969
363,69148
364,69330
365,69521
366,69713
367,69915
368,70112
369,70315
370,70505
371,70687
372,70869
373,71052
374,71231
375,71421
376,71545
377,71681
378,71990
379,72197
380,72390
381,72588
382,72784
383,72931
384,73143
385,73319
386,73495
387,73679
388,73871
389,74067
390,74260
391,74461
392,74650
393,74842
394,75029
395,75209
396,75393
397,75570
398,75762
399,75943
400,76138
401,76327
402,76521
403,76721
404,76922
405,77108
406,77296
407,77472
408,77650
409,77824
410,78009
411,78193
412,78391
413,78589
414,78790
415,78989
416,79183
417,79362
418,79544
419,79729
420,79914
421,80105
422,80296
423,80483
424,80675
425,80873
426,81062
427,81263
428,81452
429,81639
430,81817
431,81999
432,82180
433,82349
434,82555
435,82760
436,82962
437,83167
438,83360
439,83551
440,83731
441,83910
442,84086
443,84253
444,84458
445,84650
446,84846
447,85046
448,85245
449,85438
450,85637
451,85826
452,86005
453,86184
454,86360
455,86541
456,86721
457,86902
458,87093
459,87289
460,87491
461,87689
462,87882
463,88064
464,88240
465,88415
466,88597
467,88786
468,88976
469,89172
470,89363
471,89562
472,89762
473,89950
474,90132
475,90310
476,90493
477,90669
478,90852
479,91035
480,91225
481,91427
482,91640
483,91842
484,92036
485,92223
486,92405
487,92587
488,92771
489,92945
490,93130
491,93321
492,93526
493,93706
494,93925
495,94119
496,94310
497,94501
498,94693
499,94873
500,95061
501,95239
502,95430
503,95619
504,95823
505,96022
506,96229
507,96431
508,96626
509,96810
510,96995
511,97177
512,97363
513,97558
514,97759
515,97959
516,98163
517,98362
518,98551
519,98742
520,98925
521,99113
522,99300
523,99498
524,99679
525,99880
526,100071
527,100272
528,100476
529,100686
530,100878
531,101068
532,101262
533,101432
534,101620
535,101807
536,102001
537,102201
538,102408
539,102605
540,102984
541,103177
542,103365
543,103560
544,103747
545,103940
546,104131
547,104328
548,104527
549,104733
550,104927
551,105127
552,105317
553,105502
554,105676
555,105850
556,106026
557,106212
558,106413
559,106625
560,106835
561,107049
562,107239
563,107427
564,107612
565,107790
566,107973
567,108162
568,108365
569,108562
570,108766
571,108961
572,109161
573,109365
574,109564
575,109743
576,109925
577,110062
578,110192
579,110463
580,110662
581,110852
582,111052
583,111253
584,111454
585,111642
586,111824
587,112001
588,112181
589,112359
590,112552
591,112741
592,112941
593,113138
594,113338
595,113543
596,113733
597,113920
598,114098
599,114282
600,114460
601,114654
602,114837
603,115029
604,115231
605,115441
606,115643
607,115850
608,116035
609,116219
610,116396
611,116574
612,116755
613,116943
614,117144
615,117343
616,117502
617,117743
618,117930
619,118119
620,118306
621,118486
622,118667
623,118849
624,119026
625,119176
626,119401
627,119588
628,119792
629,119990
630,120192
631,120377
632,120558
633,120733
634,120912
635,121102
636,121296
637,121485
638,121689
639,121879
640,122082
641,122280
642,122469
643,122652
644,122835
645,123022
646,123208
647,123400
648,123590
649,123781
650,123985
651,124202
652,124409
653,124608
654,124789
655,124971
656,125149
657,125336
658,125518
659,125712
660,125911
661,126114
662,126315
663,126519
664,126708
665,126892
666,127080
667,127264
668,127442
669,127635
670,127817
671,128015
672,128220
673,128416
674,128617
675,128815
676,129011
677,129194
678,129379
679,129561
680,129746
681,129937
682,130145
683,130351
684,130561
685,130763
686,130967
687,131156
688,131339
689,131474
690,131705
691,131897
692,132091
693,132286
694,132484
695,132676
696,132879
697,133082
698,133277
699,133460
700,133641
701,133815
702,133992
703,134182
704,134371
705,134563
706,134758
707,134966
708,135169
709,135372
710,135558
711,135738
712,135920
713,136112
714,136304
715,136499
716,136692
717,136890
718,137083
719,137475
720,137668
721,137843
722,138037
723,138213
724,138400
725,138580
726,138773
727,138979
728,139191
729,139390
730,139593
731,139776
732,139960
733,140145
734,140329
735,140515
736,140702
737,140902
738,141100
739,141304
740,141507
741,141704
742,141898
743,142090
744,142271
745,142456
746,142638
747,142826
748,143016
749,143221
750,143416
751,143628
752,143836
753,144037
754,144220
755,144402
756,144581
757,144767
758,144963
759,145164
760,145363
761,145571
762,145770
763,145925
764,146173
765,146356
766,146542
767,146722
768,146913
769,147053
770,147296
771,147488
772,147685
773,147889
774,148111
775,148309
776,148501
777,148672
778,148848
779,149028
780,149216
781,149408
782,149617
783,149831
784,150049
785,150254
786,150453
787,150634
788,150819
