,R
0,189
1,425
2,659
3,889
4,1113
5,1336
6,1553
7,1773
8,1999
9,2236
10,2476
11,2705
12,2934
13,3164
14,3389
15,3618
16,3844
17,4060
18,4292
19,4528
20,4767
21,5009
22,5246
23,5479
24,5701
25,5927
26,6145
27,6375
28,6620
29,6864
30,7105
31,7340
32,7570
33,7802
34,8039
35,8261
36,8492
37,8726
38,8966
39,9203
40,9430
41,9666
42,9905
43,10137
44,10373
45,10599
46,10843
47,11099
48,11352
49,11594
50,11829
51,12066
52,12302
53,12528
54,12757
55,13005
56,13246
57,13487
58,13719
59,13952
60,14186
61,14412
62,14638
63,14848
64,15075
65,15316
66,15552
67,15780
68,16018
69,16246
70,16472
71,16690
72,16910
73,17145
74,17380
75,17617
76,17847
77,18075
78,18302
79,18522
80,18748
81,18973
82,19404
83,19639
84,19873
85,20107
86,20334
87,20558
88,20780
89,20996
90,21211
91,21432
92,21666
93,21911
94,22158
95,22388
96,22617
97,22838
98,23064
99,23291
100,23502
101,23730
102,23958
103,24169
104,24417
105,24641
106,24871
107,25096
108,25313
109,25736
110,25968
111,26207
112,26443
113,26671
114,26891
115,27116
116,27338
117,27553
118,27762
119,27985
120,28218
121,28451
122,28678
123,28902
124,29131
125,29357
126,29574
127,29784
128,29999
129,30223
130,30457
131,30691
132,30922
133,31154
134,31383
135,31611
136,31834
137,32057
138,32300
139,32545
140,32788
141,33028
142,33260
143,33493
144,33720
145,33920
146,34170
147,34389
148,34621
149,34856
150,35097
151,35332
152,35558
153,35782
154,36001
155,36407
156,36641
157,36877
158,37116
159,37341
160,37572
161,37794
162,38016
163,38243
164,38461
165,38675
166,38897
167,39129
168,39364
169,39586
170,39811
171,40039
172,40258
173,40477
174,40684
175,40907
176,41142
177,41377
178,41610
179,41833
180,42057
181,42276
182,42709
183,42931
184,43171
185,43415
186,43642
187,43887
188,44122
189,44357
190,44581
191,44803
192,45014
193,45238
194,45467
195,45702
196,45936
197,46165
198,46387
199,46607
200,46827
201,47050
202,47269
203,47498
204,47738
205,47968
206,48198
207,48427
208,48656
209,48883
210,49110
211,49324
212,49552
213,49781
214,50017
215,50258
216,50486
217,50715
218,50936
219,51161
220,51385
221,51597
222,51835
223,52080
224,52318
225,52553
226,52779
227,53006
228,53231
229,53650
230,53870
231,54094
232,54320
233,54547
234,54772
235,55000
236,55228
237,55447
238,55667
239,55876
240,56106
241,56346
242,56577
243,56985
244,57214
245,57435
246,57651
247,57863
248,58087
249,58317
250,58550
251,58782
252,59011
253,59237
254,59467
255,59689
256,59909
257,60120
258,60344
259,60580
260,60817
261,61055
262,61290
263,61515
264,61739
265,61962
266,62192
267,62422
268,62662
269,62907
270,63148
271,63384
272,63622
273,63860
274,64096
275,64330
276,64548
277,64782
278,65018
279,65256
280,65499
281,65728
282,65955
283,66174
284,66396
285,66613
286,66840
287,67080
288,67324
289,67554
290,67781
291,68010
292,68240
293,68469
294,68690
295,68908
296,69135
297,69367
298,69816
299,70045
300,70277
301,70496
302,70712
303,70920
304,71147
305,71392
306,71635
307,71876
308,72104
309,72338
310,72569
311,72792
312,73021
313,73246
314,73478
315,73717
316,73949
317,74181
318,74413
319,74641
320,74870
321,75088
322,75298
323,75531
324,75767
325,76007
326,76250
327,76481
328,76716
329,76938
330,77163
331,77392
332,77612
333,77847
334,78078
335,78313
336,78546
337,78769
338,78993
339,79215
340,79426
341,79633
342,79848
343,80075
344,80305
345,80531
346,80747
347,80963
348,81175
349,81387
350,81602
351,81808
352,82030
353,82265
354,82492
355,82718
356,82932
357,83150
358,83369
359,83582
360,83793
361,83992
362,84213
363,84441
364,84663
365,84891
366,85112
367,85335
368,85547
369,85748
370,85970
371,86182
372,86413
373,86643
374,86875
375,87092
376,87309
377,87530
378,87744
379,87962
380,88180
381,88393
382,88618
383,88843
384,89069
385,89298
386,89521
387,89736
388,89950
389,90162
390,90365
391,90577
392,90793
393,91018
394,91239
395,91451
396,91660
397,91867
398,92073
399,92278
400,92487
401,92683
402,92894
403,93285
404,93502
405,93705
406,93914
407,94118
408,94325
409,94525
410,94717
411,94916
412,95331
413,95549
414,95753
415,95957
416,96344
417,96540
418,96733
419,96925
420,97127
421,97339
422,97544
423,97752
424,97949
425,98147
426,98349
427,98552
428,98746
429,98940
430,99121
431,99324
432,99531
433,99737
434,99941
435,100142
436,100347
437,100542
438,100738
439,100927
440,101117
441,101306
442,101510
443,101711
444,101915
445,102112
446,102308
447,102500
448,102697
449,102885
450,103078
451,103269
452,103455
453,103651
454,103844
455,104050
456,104255
457,104457
458,104658
459,104853
460,105045
461,105233
462,105425
463,105611
464,105807
465,106011
466,106216
467,106425
468,106618
469,106815
470,107007
471,107198
472,107546
473,107737
474,107942
475,108142
476,108342
477,108537
478,108741
479,108933
480,109131
481,109322
482,109514
483,109702
484,109881
485,110231
486,110444
487,110657
488,110853
489,111045
490,111236
491,111428
492,111619
493,111807
494,111990
495,112185
496,112390
497,112749
498,112954
499,113149
500,113347
501,113545
502,113736
503,113929
504,114112
505,114298
506,114495
507,114700
508,114901
509,115107
510,115305
511,115507
512,115704
513,115900
514,116090
515,116281
516,116484
517,116692
518,116902
519,117108
520,117317
521,117517
522,117722
523,117921
524,118322
525,118516
526,118719
527,118927
528,119138
529,119351
530,119565
531,119770
532,119976
533,120168
534,120364
535,120565
536,120759
537,120969
538,121177
539,121392
540,121597
541,121796
542,121992
543,122188
544,122569
545,122761
546,122954
547,123150
548,123361
549,123568
550,123771
551,123972
552,124365
553,124561
554,124756
555,124942
556,125303
557,125518
558,125723
559,125928
560,126284
561,126485
562,126683
563,126873
564,127067
565,127260
566,127467
567,127671
568,127845
569,128068
570,128268
571,128471
572,128670
573,129033
574,129224
575,129409
576,129612
577,129814
578,130026
579,130235
580,130437
581,130820
582,131014
583,131206
584,131397
585,131595
586,131797
587,132006
588,132203
589,132406
590,132600
591,132797
592,133181
593,133379
594,133567
595,133762
596,133963
597,134170
598,134380
599,134579
600,134787
601,134991
602,135183
603,135378
604,135752
605,135952
606,136160
607,136370
608,136576
609,136780
610,136977
611,137171
612,137366
613,137566
614,137758
615,138129
616,138331
617,138535
618,138740
619,139102
620,139306
621,139508
622,139699
623,139890
624,140069
625,140263
626,140459
627,140673
628,140872
629,141075
630,141262
631,141643
632,141837
633,142030
634,142217
635,142608
636,142820
637,143024
638,143226
639,143428
640,143638
641,143835
642,144019
643,144225
644,144414
645,144615
646,144824
647,145031
648,145244
649,145456
650,145658
651,145860
652,146059
653,146260
654,146464
655,146666
656,146879
657,147104
658,147319
659,147537
660,147753
661,147966
662,148380
663,148600
664,148804
665,149021
666,149238
667,149464
668,149692
669,149905
670,150122
671,150528
672,150741
673,150940
674,151162
675,151387
676,151617
677,154425
678,154644
679,154852
680,155054
681,155250
682,155466
683,155694
684,156201
685,156421
686,156638
687,156853
688,157073
689,157293
690,157513
691,157741
692,157981
693,158222
694,158458
695,158695
696,158923
697,159125
698,159368
699,159581
700,159815
701,160053
702,160291
703,160532
704,160755
705,160980
706,161204
707,161432
708,161657
709,161882
710,162118
711,162345
712,162595
713,162828
714,163063
715,163299
716,163534
717,163759
718,163980
719,164214
720,164462
721,164712
722,164950
723,165184
724,165415
725,165643
726,165870
727,166092
728,166330
729,166576
730,166816
731,167048
732,167278
733,167516
734,167976
735,168196
736,168436
737,168677
738,168915
739,169157
740,169388
741,169616
742,169850
743,170076
744,170295
745,170531
746,170781
747,171027
748,171259
749,171488
750,171723
751,171948
752,172175
753,172404
754,172624
755,172861
756,173098
757,173340
758,173578
759,173812
760,174247
761,174482
762,174699
763,174929
764,175169
765,175407
766,175643
767,175873
768,176099
769,176545
770,176774
771,176999
772,177225
773,177465
774,177701
775,177928
776,178159
777,178387
778,178619
779,178845
780,179062
781,179299
782,179546
783,179792
784,180029
785,180257
786,180483
787,180704
788,180896
789,181136
790,181364
791,181598
792,181826
793,182054
794,182279
795,182515
796,183030
797,183300
798,183540
799,183781
800,184015
801,184252
802,184479
803,184704
804,184927
805,185144
806,185361
807,185811
808,186050
809,186283
810,186513
811,186970
812,187201
813,187430
814,187654
815,188116
816,188353
817,188595
818,188829
819,189057
820,189280
821,189504
822,189726
823,189946
824,190182
825,190423
826,190664
827,190890
828,191117
829,191343
830,191570
831,191803
832,192027
833,192264
834,192503
835,192743
836,192983
837,193218
838,193452
839,193685
840,193913
841,194128
842,194358
843,194605
844,194849
845,195083
846,195315
847,195546
848,195753
849,195991
850,196216
851,196440
852,196676
853,196914
854,197150
855,197377
856,197609
857,197842
858,198067
859,198289
860,198503
861,198736
862,199218
863,199460
864,199699
865,199932
866,210399
867,210612
868,210831
869,211041
870,211261
871,211484
872,211722
873,211968
874,212214
875,212462
876,212712
877,212949
878,213186
879,213413
880,213629
881,214084
882,214328
883,214567
884,214790
885,215016
886,215235
887,215455
888,215675
889,223746
890,223942
891,224137
892,224324
893,224524
894,224743
895,224971
896,225215
897,225454
898,225700
899,225954
900,226201
901,226446
902,226693
903,226943
904,227194
905,227441
906,227685
907,227923
908,228150
909,228370
910,228596
911,228814
912,229045
913,229283
914,229737
915,229964
916,230187
917,230405
918,230624
919,230839
920,231065
921,231299
922,231525
923,231751
924,231979
925,232198
926,232423
927,232856
928,233070
929,233292
930,233525
931,233740
932,233991
933,234212
934,234431
935,234648
936,235061
937,235282
938,235520
939,235761
940,235994
941,236222
942,236444
943,236670
944,236894
945,237112
946,237325
947,237548
948,237782
949,237997
950,238247
951,238474
952,238707
953,238925
954,239355
955,239573
956,239808
957,240039
958,240490
959,240712
960,240941
961,241162
962,241385
963,241599
964,241812
965,242038
966,242259
967,242482
968,242705
969,242927
970,243141
971,243354
972,243567
973,243773
974,243992
975,244217
976,244448
977,244684
978,244907
979,245128
980,245344
981,245566
982,245791
983,246002
984,246229
985,246441
986,246687
987,246918
988,247137
989,247363
990,247586
991,247802
992,248020
993,248229
994,248457
995,248694
996,248930
997,249160
998,249377
999,249597
1000,249820
1001,250035
1002,250247
1003,250469
1004,250703
1005,250933
1006,251158
1007,251380
1008,251608
1009,251836
1010,252052
1011,252271
1012,252482
1013,252697
1014,252940
1015,253171
1016,253406
1017,253633
1018,253856
1019,254077
1020,254290
1021,254509
1022,254949
1023,255188
1024,255413
1025,255638
1026,256073
1027,256296
1028,256517
1029,256731
1030,257152
1031,257390
1032,257629
1033,257861
1034,258083
1035,258308
1036,258525
1037,258742
1038,258955
1039,259181
1040,259417
1041,259652
1042,259881
1043,260106
1044,260330
1045,260554
1046,260784
1047,261006
1048,261225
1049,261455
1050,261694
1051,261933
1052,262160
1053,262389
1054,262620
1055,262845
1056,263046
1057,263279
1058,263514
1059,263755
1060,263994
